Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Supplement,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration ,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD ","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,UT (Unique ID),Pubmed Id,
J,"Cheng, Dandan; Tian, Zhongsai; Feng, Liang; Xu, Lin; Wang, Hongmei",,,,,"Cheng, Dandan/0000-0002-4926-4424",,,Diversity analysis of the rhizospheric and endophytic bacterial communities of Senecio vulgaris L. (Asteraceae) in an invasive range.,,,,,,,,PeerJ,,,,6,,,,e6162,e6162,,10.7717/peerj.6162,,,,2019,2019,"Increasing evidence has confirmed the importance of plant-associated bacteria for plant growth and productivity, and thus it is hypothesized that interactions between bacteria and alien plants might play an important role in plant invasions. However, the diversity of the bacterial communities associated with invasive plants is poorly understood. We therefore investigated the diversity of rhizospheric and endophytic bacteria associated with the invasive annual plant Senecio vulgaris L. (Asteraceae) based on 16S rRNA gene data obtained from 57 samples of four Senecio vulgaris populations in a subtropical mountainous area in central China. Significant differences in diversity were observed between plant compartments. Specifically, the rhizosphere harbored many more bacterial operational taxonomic units and showed higher alpha diversity than the leaf and root endospheres. The relative abundance profiles of the bacterial community composition differed substantially between the compartments and populations, especially at the phylum and family levels. However, the top five phyla (Proteobacteria, Firmicutes, Bacteroidetes, Actinobacteria, and Acidobacteria) accounted for more than 90% of all the bacterial communities. Moreover, similar endophytic communities with a shared core set of bacteria were observed from different Senecio vulgaris populations. Heavy-metal-resistant, phosphate-solubilizing bacteria (Brevundimonas diminuta), nitrogen-fixing bacteria (Rhizobium leguminosarum), and cold-resistant bacteria (Exiguobacterium sibiricum) were present in the endosphere at relatively high abundance. This study, which reveals the structure of bacterial communities and their putative function in invasive Senecio vulgaris plants, is the first step in investigating the role of plant-bacteria interactions in the invasion of this species in China.",,,,,,,,,9,1,0,0,5,1,11,,,2167-8359,,,MEDLINE:30643678,30643678,
J,"Klock, Metha M; Barrett, Luke G; Thrall, Peter H; Harms, Kyle E",,,,"Barrett, Luke G/I-5711-2015","Barrett, Luke G/0000-0001-6530-0731",,,Differential plant invasiveness is not always driven by host promiscuity with bacterial symbionts.,,,,,,,,AoB PLANTS,,,,8,,,,,,,10.1093/aobpla/plw060,,,,2016 Sep 11,2016,"Identification of mechanisms that allow some species to outcompete others is a fundamental goal in ecology and invasive species management. One useful approach is to examine congeners varying in invasiveness in a comparative framework across native and invaded ranges. Acacia species have been widely introduced outside their native range of Australia, and a subset of these species have become invasive in multiple parts of the world. Within specific regions, the invasive status of these species varies. Our study examined whether a key mechanism in the life history of Acacia species, the legume-rhizobia symbiosis, influences acacia invasiveness on a regional scale. To assess the extent to which species varying in invasiveness correspondingly differ with regard to the diversity of rhizobia they associate with, we grew seven Acacia species ranging in invasiveness in California in multiple soils from both their native (Australia) and introduced (California) ranges. In particular, the aim was to determine whether more invasive species formed symbioses with a wider diversity of rhizobial strains (i.e. are more promiscuous hosts). We measured and compared plant performance, including aboveground biomass, survival, and nodulation response, as well as rhizobial community composition and richness. Host promiscuity did not differ among invasiveness categories. Acacia species that varied in invasiveness differed in aboveground biomass for only one soil and did not differ in survival or nodulation within individual soils. In addition, acacias did not differ in rhizobial richness among invasiveness categories. However, nodulation differed between regions and was generally higher in the native than introduced range. Our results suggest that all Acacia species introduced to California are promiscuous hosts and that host promiscuity per se does not explain the observed differences in invasiveness within this region. Our study also highlights the utility of assessing potential mechanisms of invasion in species' native and introduced ranges.",,,,,,,,,8,0,0,0,6,0,8,,,2041-2851,,,MEDLINE:27535176,27535176,
J,"Klonowska, Agnieszka; Melkonian, Remy; Miche, Lucie; Tisseyre, Pierre; Moulin, Lionel",,,,"Moulin, Lionel/C-2921-2008","Moulin, Lionel/0000-0001-9068-6912; Klonowska, Agnieszka/0000-0003-3325-7980",,,"Transcriptomic profiling of Burkholderia phymatum STM815, Cupriavidus taiwanensis LMG19424 and Rhizobium mesoamericanum STM3625 in response to Mimosa pudica root exudates illuminates the molecular basis of their nodulation competitiveness and symbiotic evolutionary history.",,,,,,,,BMC genomics,,,,19,1,,,105,105,,10.1186/s12864-018-4487-2,,,,2018 Jan 30,2018,"BACKGROUND: Rhizobial symbionts belong to the classes Alphaproteobacteria and Betaproteobacteria (called alpha and beta-rhizobia). Most knowledge on the genetic basis of symbiosis is based on model strains belonging to alpha-rhizobia. Mimosa pudica is a legume that offers an excellent opportunity to study the adaptation toward symbiotic nitrogen fixation in beta-rhizobia compared to alpha-rhizobia. In a previous study (Melkonian et al., Environ Microbiol 16:2099-111, 2014) we described the symbiotic competitiveness of M. pudica symbionts belonging to Burkholderia, Cupriavidus and Rhizobium species.RESULTS: In this article we present a comparative analysis of the transcriptomes (by RNAseq) of B. phymatum STM815 (BP), C. taiwanensis LMG19424 (CT) and R. mesoamericanum STM3625 (RM) in conditions mimicking the early steps of symbiosis (i.e. perception of root exudates). BP exhibited the strongest transcriptome shift both quantitatively and qualitatively, which mirrors its high competitiveness in the early steps of symbiosis and its ancient evolutionary history as a symbiont, while CT had a minimal response which correlates with its status as a younger symbiont (probably via acquisition of symbiotic genes from a Burkholderia ancestor) and RM had a typical response of Alphaproteobacterial rhizospheric bacteria. Interestingly, the upregulation of nodulation genes was the only common response among the three strains; the exception was an up-regulated gene encoding a putative fatty acid hydroxylase, which appears to be a novel symbiotic gene specific to Mimosa symbionts.CONCLUSION: The transcriptional response to root exudates was correlated to each strain nodulation competitiveness, with Burkholderia phymatum appearing as the best specialised symbiont of Mimosa pudica.",,,,,,,,,14,0,0,0,11,0,14,,,,1471-2164,,MEDLINE:29378510,29378510,
J,"Chouhan, Bhawana; Tak, Nisha; Bissa, Garima; Adhikari, Dibyendu; Barik, Saroj K; Sprent, Janet I; James, Euan K; Jha, Shweta; Gehlot, Hukam S",,,,"; James, Euan/K-1135-2012","Barik, Saroj Kanta/0000-0002-1795-9539; Adhikari, Dibyendu/0000-0002-5057-0541; Tak, Nisha/0000-0002-3097-4119; James, Euan/0000-0001-7969-6570",,,Evolution of novel strains of Ensifer nodulating the invasive legume Leucaena leucocephala (Lam.) de Wit in different climatic regions of India through lateral gene transfer.,,,,,,,,FEMS microbiology ecology,,,,98,9,,,,,,10.1093/femsec/fiac086,,,,2022-08-26,2022,"More than 200 root-nodule bacterial strains were isolated from Leucaena leucocephala growing at 42 sampling sites across 12 states and three union territories of India. Genetic diversity was observed among 114 strains from various climatic zones; based on recA, these were identified as strains of Ensifer, Mesorhizobium, Rhizobium, and Bradyrhizobium. In multilocus sequence analysis (MLSA) strains clustered into several novel clades and lineages. Ensifer were predominant nodulating genotype isolated from majority of alkaline soils, while Mesorhizobium and Rhizobium strains were isolated from a limited sampling in North-Eastern states with acidic soils. Positive nodulation assays of selected Ensifer representing different genetic combinations of housekeeping and sym genes suggested their broad host range within the closely related mimosoid genera Vachellia, Senegalia, Mimosa, and Prosopis. Leucaena selected diverse strains of Ensifer and Mesorhizobium as symbionts depending on available soil pH, climatic, and other edaphic conditions in India. Lateral gene transfer seems to play a major role in genetic diversification of Ensifer exhibited in terms of Old World vs. Neotropical genetic make-up and mixed populations at several sites. Although Neotropical Ensifer strains were most symbiotically effective on Leucaena, the native Ensifer are promiscuous and particularly well-adapted to a wide range of sampling sites with varied climates and edaphic factors.",,,,,,,,,0,0,0,0,0,0,0,,,,1574-6941,,MEDLINE:35833268,35833268,
J,"Montebello, Aubrey N; Brecht, Ryan M; Turner, Remington D; Ghali, Miranda; Pu, Xinzhu; Nagarajan, Rajesh",,,,,,,,Acyl-ACP substrate recognition in Burkholderia mallei BmaI1 acyl-homoserine lactone synthase.,,,,,,,,Biochemistry,,,,53,39,,,6231,42,,10.1021/bi5009529,,,,2014-Oct-07,2014,"The acyl-homoserine lactone (AHL) autoinducer mediated quorum sensing regulates virulence in several pathogenic bacteria. The hallmark of an efficient quorum sensing system relies on the tight specificity in the signal generated by each bacterium. Since AHL signal specificity is derived from the acyl-chain of the acyl-ACP (ACP = acyl carrier protein) substrate, AHL synthase enzymes must recognize and react with the native acyl-ACP with high catalytic efficiency while keeping reaction rates with non-native acyl-ACPs low. The mechanism of acyl-ACP substrate recognition in these enzymes, however, remains elusive. In this study, we investigated differences in catalytic efficiencies for shorter and longer chain acyl-ACP substrates reacting with an octanoyl-homoserine lactone synthase Burkholderia mallei BmaI1. With the exception of two-carbon shorter hexanoyl-ACP, the catalytic efficiencies of butyryl-ACP, decanoyl-ACP, and octanoyl-CoA reacting with BmaI1 decreased by greater than 20-fold compared to the native octanoyl-ACP substrate. Furthermore, we also noticed kinetic cooperativity when BmaI1 reacted with non-native acyl-donor substrates. Our kinetic data suggest that non-native acyl-ACP substrates are unable to form a stable and productive BmaI1·acyl-ACP·SAM ternary complex and are thus effectively discriminated by the enzyme. These results offer insights into the molecular basis of substrate recognition for the BmaI1 enzyme.",,,,,,,,,9,0,0,0,9,0,9,,,,1520-4995,,MEDLINE:25215658,25215658,
J,"Bromfield, Eden S P; Cloutier, Sylvie; Robidas, Catherine; Tran Thi, Thu Van; Darbyshire, Stephen J",,,,,"Bromfield, Eden/0000-0001-5385-7815; Cloutier, Sylvie/0000-0002-3349-4604",,,Invasive Galega officinalis (Goat's rue) plants in Canada form a symbiotic association with strains of Neorhizobium galegae sv. officinalis originating from the Old World.,,,,,,,,Ecology and evolution,,,,9,12,,,6999,7004,,10.1002/ece3.5266,,,,2019-Jun,2019,"The toxic legume plant, Galega officinalis, is native to the Eastern Mediterranean and Black Sea regions. This legume is considered to be a noxious weed, and its establishment in Canada may have resulted from ornamental planting and/or field trials. In its native range, a highly specific nitrogen-fixing symbiosis with the bacterium, Neorhizobium galegae symbiovar (sv.) officinalis, is required for normal growth. In North America, nothing is known about the bacterial symbionts of G.officinalis. Our purpose was to determine the species and symbiovar identity of symbiotic bacteria associated with invasive plants of G.officinalis at five sites in the province of Ontario, Canada. Sequence analysis of four housekeeping (16S rRNA, atpD, glnII, and recA) and two symbiosis (nodC and nifH) genes showed that all 50 bacterial isolates from root nodules of G.officinalis at the fiveCanadian sites were identical to strains of N.galegae sv. officinalis originating either from Europe or the Caucasus. Plant tests indicated that soils collected from four Canadian sites without a history of agriculture or presence of G.officinalis were deficient in symbiotic bacteria capable of eliciting nodules on this plant. Collectively our data support the hypothesis of anthropogenic co-introduction of G.officinalis and its specific symbiotic bacterium into Canada from the Old World. Factors that may limit the spread of G.officinalis in new environments are discussed.",,,,,,,,,2,0,0,0,1,0,2,,,2045-7758,,,MEDLINE:31380028,31380028,
J,"Slinger, Betty L; Deay, Jacqueline J; Chandler, Josephine R; Blackwell, Helen E",,,,,"Stevens, Jacqueline/0000-0003-2235-0522",,,Potent modulation of the CepR quorum sensing receptor and virulence in a Burkholderia cepacia complex member using non-native lactone ligands.,,,,,,,,Scientific reports,,,,9,1,,,13449,13449,,10.1038/s41598-019-49693-x,,,,2019 Sep 17,2019,"The Burkholderia cepacia complex (Bcc) is a family of closely related bacterial pathogens that are the causative agent of deadly human infections. Virulence in Bcc species has been shown to be controlled by the CepI/CepR quorum sensing (QS) system, which is mediated by an N-acyl L-homoserine lactone (AHL) signal (C8-AHL) and its cognate LuxR-type receptor (CepR). Chemical strategies to block QS in Bcc members would represent an approach to intercept this bacterial communication process and further delineate its role in infection. In the current study, we sought to identify non-native AHLs capable of agonizing or antagonizing CepR, and thereby QS, in a Bcc member. We screened a library of AHL analogs in cell-based reporters for CepR, and identified numerous highly potent CepR agonists and antagonists. These compounds remain active in a Bcc member, B. multivorans, with one agonist 250-fold more potent than the native ligand C8-AHL, and can affect QS-controlled motility. Further, the CepR antagonists prolong C. elegans survival in an infection model. These AHL analogs are the first reported non-native molecules that both directly modulate CepR and impact QS-controlled phenotypes in a Bcc member, and represent valuable chemical tools to assess the role of QS in Bcc infections.",,,,,,,,,3,0,0,0,2,0,3,,,,2045-2322,,MEDLINE:31530834,31530834,
J,"Ndabankulu, Khululwa; Tsvuura, Zivanai; Magadlela, Anathi",,,,,,,,Alien invasive Leucaena leucocephala successfully acquires nutrients by investing in below-ground biomass compared to native Vachellia nilotica in nutrient-amended soils in South Africa.,,,,,,,,AoB PLANTS,,,,14,3,,,plac026,plac026,,10.1093/aobpla/plac026,,,,2022-Jun,2022,"Soils in grasslands and savannas of southern Africa are acidic and nutrient-poor. Legume plants, such as Vachellia nilotica and alien invasive Leucaena leucocephala, are a major component of the vegetation there. Vachellia nilotica can establish in drought-prone environments, and is invasive in high rainfall areas. Leucaena leucocephala is an emerging invasive in South Africa and is ranked among the world's 100 most invasive alien species. Alien plants can invade native habitats through their adaptability to low-resource soils, and thus can out-compete and displace native vegetation. We investigated the effects of phosphorus (P) deficiency and soil acidity on legume-microbe symbiosis, nitrogen (N) nutrition and carbon (C) growth costs of these two legumes in grassland soils. We used as inoculum and growth substrate soils collected from a long-term (>65 years) nutrient and lime-addition trial, the Veld Fertilizer Trial (VFT), located at Ukulinga Research Farm near Pietermaritzburg in South Africa. We used soils from three VFT treatments: soils fertilized with superphosphate (336 kg ha-1) applied once per year (+P), soils fertilized with superphosphate (336 kg ha-1) applied once per year with dolomitic lime (2250 kg ha-1) applied once every 5 years (P+L) and soils with no superphosphate and no dolomitic lime applications (Control). Seeds of V. nilotica and L. leucocephala were germinated and grown independently in these soils in green house conditions and harvested after 125 days for measurement of growth, legume-microbe symbiosis, N nutrition and C growth costs. Results showed that the two legumes had different growth adaptations. Vachellia nilotica grown in control soils and +P soils nodulated with various Burkholderia spp., while L. leucocephala did not nodulate in all soil treatments. Both legumes utilized for growth both atmospheric- and soil-derived N across all treatments thereby decreasing C growth costs. Vachellia nilotica grown in +P soils accumulated the most biomass and N nutrition. Leucaena leucocephala maximized specific N assimilation rates by investing in below-ground biomass accumulation in control soils. This shows that L. leucocephala possesses traits that are successful in acquiring nutrients by investing in below-ground biomass and relying on utilization of N from both the soil and the atmosphere.",,,,,,,,,0,0,0,0,0,0,0,,,2041-2851,,,MEDLINE:35747246,35747246,
J,"Wu, Zijun; Kong, Zhaoyu; Lu, Shina; Huang, Cheng; Huang, Shaoyi; He, Yinghui; Wu, Lan",,,,,,,,"Isolation, characterization and the effect of indigenous heavy metal-resistant plant growth-promoting bacteria on sorghum grown in acid mine drainage polluted soils.",,,,,,,,The Journal of general and applied microbiology,,,,65,5,,,254,264,,10.2323/jgam.2018.11.004,,,,2019-Dec-19,2019,"The research purpose was the characterization of indigenous heavy metal-resistant plant growth-promoting bacteria (PGPB) from the farmlands located on the Le'an River basin contaminated by acid mine drainage and their effects on plant growth, nutrient uptake, antioxidant enzyme activities and metal accumulation. The plant growth-promoting (PGP) traits, including 1-aminocyclopropane-1-carboxylic acid deaminase, indoleacetic acid, siderophore, ammonia production and phosphate solubilization, as well as antibiotics, acid/alkali and salt resistance were determined. Ten isolates with relatively high PGP activities were identified to belong to the genera Burkholderia, Paraburkholderia, Cupriavidus, Pseudomonas and Ralstonia. The numerical classification based on bacterial resistant characteristics was mostly consistent with their phylogenetic positions. Burkholderia sp. strain S6-1 and Pseudomonas sp. strain S2-3 possessed both greater PGP activities and resistant characteristics in overall comparison. Compared with non-inoculated plants, strains S6-1 and S2-3 significantly increased the height, dry weight and N uptake of sorghum (Sorghum bicolor L.). The presence of S6-1 significantly increased Pb accumulation and enhanced the translocation of Zn from root to shoot in sorghum. Strain S2-3 helped sorghum to uptake Cu and Zn and improved the remediation effect of sorghum on Cu and Zn. Overall, indigenous PGPB did not show better advantages in improving plant growth than non-indigenous P. putida UW4. Nevertheless, indigenous PGPB can be used as better candidates in heavy metal phytoremediation to minimize the potential risks of introducing invasive microbial species into an agricultural ecosystem.",,,,,,,,,12,1,0,0,10,0,13,,,,1349-8037,,MEDLINE:31243191,31243191,
J,"Bayles, Brett R; Thomas, Shyam M; Simmons, Gregory S; Grafton-Cardwell, Elizabeth E; Daugherty, Mathew P",,,,"Bayles, Brett/AAA-2751-2020; Thomas, Shyam/AAN-4043-2020","Bayles, Brett/0000-0002-3474-4353; ",,,Spatiotemporal dynamics of the Southern California Asian citrus psyllid (Diaphorina citri) invasion.,,,,,,,,PloS one,,,,12,3,,,e0173226,e0173226,,10.1371/journal.pone.0173226,,,,2017,2017,"Biological invasions are governed by spatial processes that tend to be distributed in non-random ways across landscapes. Characterizing the spatial and temporal heterogeneities of the introduction, establishment, and spread of non-native insect species is a key aspect of effectively managing their geographic expansion. The Asian citrus psyllid (Diaphorina citri), a vector of the bacterium associated with huanglongbing (HLB), poses a serious threat to commercial and residential citrus trees. In 2008, D. citri first began expanding northward from Mexico into parts of Southern California. Using georeferenced D. citri occurrence data from 2008-2014, we sought to better understand the extent of the geographic expansion of this invasive vector species. Our objectives were to: 1) describe the spatial and temporal distribution of D. citri in Southern California, 2) identify the locations of statistically significant D. citri hotspots, and 3) quantify the dynamics of anisotropic spread. We found clear evidence that the spatial and temporal distribution of D. citri in Southern California is non-random. Further, we identified the existence of statistically significant hotspots of D. citri occurrence and described the anisotropic dispersion across the Southern California landscape. For example, the dominant hotspot surrounding Los Angeles showed rapid and strongly asymmetric spread to the south and east. Our study demonstrates the feasibility of quantitative invasive insect risk assessment with the application of a spatial epidemiology framework.",,,,,,,,,37,0,0,0,36,1,39,,,,1932-6203,,MEDLINE:28278188,28278188,
J,"Ribeiro, Pamella C D; Menendez, Esther; da Silva, Danielle L; Bonieck, Douglas; Ramirez-Bahena, Martha Helena; Resende-Stoianoff, Maria Aparecida; Peix, Alvaro; Velazquez, Encarna; Mateos, Pedro F; Scotti, Maria Rita",,,,"Mateos, Pedro/L-6001-2014; Ramirez-Bahena, Martha Helena/ABB-3717-2021; Boniek, Douglas/B-1674-2018; Ramirez-Bahena, Martha Helena/B-8564-2017; Menendez, Esther/S-3387-2016; Velazquez, Encarna/B-3669-2017; Peix, Alvaro/A-7196-2010","Mateos, Pedro/0000-0003-1628-598X; Ramirez-Bahena, Martha Helena/0000-0002-0744-8313; Menendez, Esther/0000-0003-2320-0067; Velazquez, Encarna/0000-0002-5946-7241; Peix, Alvaro/0000-0001-5084-1586; Resende Stoianoff, Maria Aparecida/0000-0002-6220-1321; Silva, Danielle Leticia/0000-0002-1447-6670; Boniek, Douglas/0000-0001-6923-7143",,,Invasion of the Brazilian campo rupestre by the exotic grass Melinis minutiflora is driven by the high soil N availability and changes in the N cycle.,,,,,,,,The Science of the total environment,,,,577,,,,202,211,,10.1016/j.scitotenv.2016.10.162,,,,2017-Jan-15,2017,"The Serra do Rola Moca State Park (PESRM) in Minas Gerais State, Brazil is a preserved site representative of the campo rupestre biome over an ironstone outcrop that has a high level of plant diversity. Almost 60% of this grassy field has been invaded by the exotic molasses grass (Melinis minutiflora), which constitutes a severe threat to the biodiversity and survival of this biome, particularly due to the impacts of annual fires and inappropriate restoration interventions. Many invasive species exhibit a high demand for nitrogen (N). Hence, this work aimed to study the N cycle alterations promoted by M. minutiflora in a site of the campo rupestre, where the leguminous species Mimosa pogocephala was prevalent. The biome's soils exhibited a high natural N fertility and low C:N ratio. The main N source in this biome resulted from the biological N fixation performed by M. pogocephala associated with Burkholderia nodosa, as evidenced by the total leaf N content, leaf delta15N signature, nodule occupation and bacterial molecular identification analyses. The displacement of native species by molasses grass was associated with changes in the soil N forms, namely the nitrate increased as the ammonium decreased. The latter was the dominant N form in the native species plots, as observed in the soil analysis of total N, ammonium and nitrate contents. The dominant ammonium form was changed to the nitric form by the stimulation of ammonia-oxidising bacteria populations due to the invasive species. Therefore, the key mechanism behind the invasiveness of the exotic grass and the concomitant displacement of the native species may be associated with changes in the soil N chemical species. Based on this finding and on the high N-based soil fertility found in the campo rupestre N fertilisation procedures for restoration of invaded areas should be strictly avoided in this biome.",,,,,,,,,13,1,0,0,11,2,14,,,,1879-1026,,MEDLINE:27823824,27823824,
